Ligand,SMILES,LGFE(kcal/mol),LE(kcal/mol),PoseNo
Z1993937479,O[C@H](C[N@H+]1CC[C@H](OC[C@@H]2CCCCO2)CC1)c1ccc(F)cn1,-8.486,-0.354,04
Z738934644,CCN(CC)C(=O)CCNC(=O)[C@H]1CCCN(c2ccccn2)C1,-8.486,-0.354,02
Z1607150584,C[C@H](Nc1ccc(N2CCOCC2)cn1)c1cncc(F)c1,-8.485,-0.386,04
Z237462396,O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,-8.485,-0.354,05
Z336522244,O=C(Nc1ccc(OCc2ccccc2)cc1)c1ccc2c(c1)CCO2,-8.485,-0.326,04
Z854366274,N#Cc1ccc(NCc2cccc(OCC[NH+]3CCOCC3)c2)nc1,-8.485,-0.339,01
Z114950386,COc1ccc(/C=C/C(=O)c2ccc3c(c2)NC(=O)CO3)cc1OCc1ccccc1,-8.484,-0.274,05
Z1247511136,CCn1cc(C[NH2+]C[C@H](O)c2cc(Cl)c3c(c2)OCCO3)cn1,-8.484,-0.369,05
Z1277663977,Cc1ccc(NC(=O)N[C@H](C)c2cnn(C)c2)cc1-n1nnnc1C,-8.484,-0.339,05
Z428892776,Cc1ccc(C(=O)COc2cccc(S(C)(=O)=O)c2)cc1C,-8.484,-0.386,04
Z942507824,COCCOCCC(=O)N1CCC[C@@H]1Cc1ccccc1OC,-8.484,-0.369,02
Z1047670122,c1ccc2c(c1)OC[C@H](c1nnc(SCCn3cncn3)o1)O2,-8.483,-0.369,02
Z117597710,C[NH+](C)C[C@@H](NC(=O)c1ccc(CNC(N)=O)cc1)c1ccccc1,-8.483,-0.339,03
Z1139542447,Cc1nn(C[C@@H]2CCC[N@H+]2C[C@@H](O)COC[C@@H]2CCCO2)c(C)[nH+]1,-8.482,-0.353,01
Z1667130651,Cc1oc(NC(=O)CN[C@H](CC(N)=O)C2CCOCC2)c(C#N)c1C,-8.482,-0.339,01
Z2408161695,CCO/C(O)=C\n1cnc(NC(=O)CSC(C)(C)C)n1,-8.482,-0.424,03
Z495975208,Cc1[nH]ncc1CCCNC(=O)N[C@@H]1CCCN(c2ncccn2)C1,-8.482,-0.339,01
Z511021348,O=C(NCc1ccn[nH]1)NC[C@@H](O)C[N@@H+]1CCc2ccccc2C1,-8.482,-0.353,03
Z1175491741,CNC(=O)[C@H]1CCCN(C(=O)/C=C/c2ccc3c(c2)OCO3)C1,-8.481,-0.369,05
Z2255447745,Cc1nc2ccnn2cc1C(=O)Nc1ccc(CC[NH+](C)C)cc1,-8.481,-0.353,05
Z1260431924,COc1ccccc1OCC(=O)N[C@H]1CCCN(c2cnn(C)c2)C1,-8.480,-0.339,02
Z1969390392,CC(C)(C)n1cc(NC(=O)N2CC[C@H]3OCC(=O)N[C@@H]3C2)cn1,-8.479,-0.369,02
Z2055825832,CO[C@H]1C[C@@H](C(=O)NC2CCN(c3cc(C)[nH+]c(C)n3)CC2)N(C)C1,-8.479,-0.339,04
Z2150976435,CN(C[C@H]1CCCN(C(=O)c2ocnc2C2CC2)C1)S(C)(=O)=O,-8.479,-0.369,02
Z332605822,Cc1cccc(NC(=O)c2cccc(Nc3ncccn3)c2)c1,-8.478,-0.369,03
Z381526398,COc1ccc(NC(=O)N2CCC[N@@H+](C[C@@H]3CCCO3)CC2)cc1,-8.478,-0.353,03
Z2163975464,Cc1cc(NC(=O)c2cnc3[nH]c(=O)[nH]c3c2)ccc1C(F)(F)F,-8.477,-0.353,01
Z403722124,CCCc1cc(C(=O)NCCN2CCS(=O)(=O)CC2)n[nH]1,-8.477,-0.404,04
Z1100909100,COCC[N@@H+](CCNC(=O)N1C[C@@H](C)O[C@@H](C)C1)C1CC1,-8.476,-0.404,02
Z1139197754,OC[C@@H]1CCCN(c2cc(N3CCN(CC(F)F)CC3)ncn2)C1,-8.476,-0.353,01
Z1563741613,CC(=O)Nc1ccccc1OCc1ccc(OC[C@H]2CCCO2)cc1,-8.476,-0.339,02
Z2608570501,CC1(c2nnc(-c3cccnc3)o2)CN(C(=O)[C@@]2(C)CCCCO2)C1,-8.475,-0.339,04
Z2905597754,COCCN(C)c1nnnn1Cc1cc(Cl)c2c(c1)OCCO2,-8.475,-0.368,02
Z989568472,O=C(C[N@H+]1CC[C@H](c2cn[nH]c2)CC1)NCCOc1ccccc1,-8.475,-0.353,03
Z1003224070,Cc1cccc(CS(=O)(=O)NC[C@@H]2CCS(=O)(=O)C2)c1,-8.474,-0.424,03
Z506923056,O=C(NCCCn1cccn1)N1CCN(c2cnccn2)CC1,-8.474,-0.368,03
Z1071219356,COc1ccc(CNc2cnn(C[C@H]3CCCO3)c2)c2ccccc12,-8.473,-0.339,05
Z1139208330,Cc1cn2nc(N3CCN([C@H](C)c4nc(C)no4)CC3)sc2n1,-8.473,-0.368,01
Z1139338262,CCc1nccn1[C@H]1CCCN(C(=O)[C@H](C)OC[C@@H]2CCCO2)C1,-8.473,-0.353,03
Z177090742,COc1ccc(CCNC(=O)N2CCC(C(N)=O)CC2)cc1OC,-8.473,-0.353,05
Z1568571636,CC[N@H+]1CCO[C@@H](CN2CC[NH+](Cc3ccc4cn[nH]c4c3)CC2)C1,-8.472,-0.339,03
Z1751072008,C=C(C)CNC(=O)Nc1ccc(OCc2ccccn2)c(F)c1,-8.472,-0.368,04
Z1233795040,O=C(Nc1ccc(OCCc2ccccc2)nc1)c1c[nH]nn1,-8.470,-0.368,05
Z1575158280,COc1cccc([C@H](CO)NC(=O)CCCc2ccccn2)c1,-8.470,-0.368,05
Z1695755853,COc1ccc(CN2C[C@H](C(=O)Nc3nncn3C)CC2=O)cc1,-8.470,-0.353,03
Z225010854,Nc1nccnc1C(=O)NCc1ccc(C[NH+]2CCOCC2)cc1,-8.470,-0.353,01
Z942120360,CCOc1ccc2c(c1)CC(C(=O)NCc1cc3ccccc3[nH]1)=CO2,-8.470,-0.326,04
Z1591530344,C[C@H](NCC(=O)N1CCOCC1)c1ccc(-n2ccnn2)cc1,-8.469,-0.368,02
Z1139522997,COc1ccccc1CNC(=O)[C@H](C)N1CC(n2cc(C)cn2)C1,-8.468,-0.353,03
Z1993937479,O[C@H](C[N@H+]1CC[C@H](OC[C@@H]2CCCCO2)CC1)c1ccc(F)cn1,-8.468,-0.353,05
Z381526398,COc1ccc(NC(=O)N2CCC[N@@H+](C[C@@H]3CCCO3)CC2)cc1,-8.468,-0.353,04
Z56924903,CCN(CC)S(=O)(=O)c1cccc(N2C(=O)/C(=C/Nc3cc(C)on3)c3ccccc3C2=O)c1,-8.468,-0.249,01
Z2381371220,C[NH+](C)Cc1cc(O[C@@H]2CC[N@H+](Cc3cnn[nH]3)C2)ccn1,-8.467,-0.385,05
Z1980549673,O=C(NCCCc1nnc[nH]1)Nc1cccc(OCC(F)(F)F)c1,-8.465,-0.353,05
Z2710663626,CCOC[C@@H]1CN(C(=O)Nc2ccc(Cl)cc2COC)CCO1,-8.465,-0.368,03
Z821999490,COc1ccc(-c2nnc([C@@H](C)N(C)C[C@H](C)C#N)o2)cc1,-8.465,-0.385,03
Z1228521089,COc1cc2c(cc1OC)CCN(S(=O)(=O)[C@@H]1CCOC1)CC2,-8.464,-0.368,04
Z1228521089,COc1cc2c(cc1OC)CCN(S(=O)(=O)[C@@H]1CCOC1)CC2,-8.464,-0.368,05
Z1695755853,COc1ccc(CN2C[C@H](C(=O)Nc3nncn3C)CC2=O)cc1,-8.464,-0.353,04
Z2406789216,CC(C)COC[C@@H](O)CNc1cnn(Cc2nnc3n2CCCC3)c1,-8.463,-0.339,03
Z2732659518,CC[C@@H](C)C(=O)N1CCC(Oc2ccc(C(=O)N(C)C)cn2)CC1,-8.463,-0.353,03
Z381526398,COc1ccc(NC(=O)N2CCC[N@@H+](C[C@@H]3CCCO3)CC2)cc1,-8.462,-0.353,05
Z1574796616,O=C(c1ccnc(-n2ccnc2)c1)N1CCCC[C@@H]1Cn1ccnn1,-8.461,-0.338,04
Z1613277470,CC(C)(CO)NC(=O)Nc1ccc2nc(-c3ccccn3)oc2c1,-8.461,-0.353,03
Z1886737898,C=CC(=O)N1CCC(C(=O)NCc2ccc(OC)cn2)CC1,-8.461,-0.385,01
Z52019009,CC(=O)c1cccc(NC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c1,-8.461,-0.313,03
Z62953875,Cc1ccc(NC(=O)CSc2ccncc2)cc1S(N)(=O)=O,-8.461,-0.385,05
Z1100909100,COCC[N@@H+](CCNC(=O)N1C[C@@H](C)O[C@@H](C)C1)C1CC1,-8.460,-0.403,03
Z2900719018,C=C[C@](C)(CCOC)C(=O)NCc1ccc(S(C)(=O)=O)nc1,-8.460,-0.385,04
Z55992623,O=C(C[C@@H](C(=O)Nc1ccc2c(c1)OCCO2)C(=O)c1ccccc1)N[C@@H]1CCS(=O)(=O)C1,-8.460,-0.256,03
Z916741048,CCOc1ccc(C(=O)NCC(=O)N(CC)C[C@@H]2CCOC2)cc1,-8.460,-0.352,01
Z1032475134,CC[C@H](C)NC(=O)CCNC(=O)Nc1cnc(C(C)(C)C)nc1,-8.459,-0.368,03
Z117597710,C[NH+](C)C[C@@H](NC(=O)c1ccc(CNC(N)=O)cc1)c1ccccc1,-8.459,-0.338,04
Z1250845147,Cc1ncc(Cl)c(C(=O)Nc2ccc(CC(=O)N(C)C)cc2)n1,-8.459,-0.368,02
Z2383841607,CNC(=O)C[C@]1(O)CCC[N@H+](Cc2cn(C(C)(C)C)nn2)C1,-8.459,-0.384,02
Z336596752,O=C(NCCCCOc1ccccc1)NCc1ccc2c(c1)OCO2,-8.459,-0.338,04
Z1574796616,O=C(c1ccnc(-n2ccnc2)c1)N1CCCC[C@@H]1Cn1ccnn1,-8.458,-0.338,05
Z2150976435,CN(C[C@H]1CCCN(C(=O)c2ocnc2C2CC2)C1)S(C)(=O)=O,-8.458,-0.368,03
Z403722124,CCCc1cc(C(=O)NCCN2CCS(=O)(=O)CC2)n[nH]1,-8.458,-0.403,05
Z1697503542,COc1cc(NC(=O)[C@H]2CCc3[nH]ncc3C2)ccc1OC(C)C,-8.457,-0.352,04
Z191393978,O=C(CCC(=O)N1CCN(C(=O)Nc2ccccc2)CC1)c1ccc2c(c1)OCCCO2,-8.457,-0.264,02
Z2608778611,C=C[C@H](O)C(=O)N1CCC(c2nccc(-c3cnn(C)c3)n2)CC1,-8.457,-0.352,02
Z558464124,COCCNC(=O)c1ccc(N(C)Cc2ccc3c(c2)OCO3)nc1,-8.457,-0.338,04
Z146454444,Cc1ccc(C(=O)CCC(=O)N2CCC[C@H]2c2nnc3ccccn23)cc1C,-8.456,-0.302,01
Z1751570066,CN(C)C(=O)CN1CCC(O)(c2cccc(OC(F)(F)F)c2)CC1,-8.455,-0.352,02
Z1952631948,COCCO[C@H]1CC[C@H](C(=O)N2CCC[C@H]2c2c(C)n[nH]c2C)CC1,-8.455,-0.338,02
Z26068791,CCOc1ccc(C(C)=O)cc1COc1ccc(-n2cnnn2)cc1,-8.455,-0.338,03
Z2732659518,CC[C@@H](C)C(=O)N1CCC(Oc2ccc(C(=O)N(C)C)cn2)CC1,-8.455,-0.352,04
Z354410006,Cc1noc(C)c1CNc1ccc(-c2nnnn2C2CC2)cc1,-8.455,-0.368,02
Z71189972,C[C@H](NC(=O)C1=CN2CCS(=O)(=O)N=C2C=C1)[C@H]1C[C@H]2CC[C@@H]1C2,-8.455,-0.352,01
Z996931048,Cc1ccccc1C(C)(C)CNC(=O)c1ccnc(-n2cncn2)c1,-8.455,-0.338,04
Z1514261568,c1cc(NCc2ccc(Oc3cnccn3)cc2)cc(-c2nnc[nH]2)c1,-8.454,-0.325,01
Z1695755853,COc1ccc(CN2C[C@H](C(=O)Nc3nncn3C)CC2=O)cc1,-8.454,-0.352,05
Z1697503542,COc1cc(NC(=O)[C@H]2CCc3[nH]ncc3C2)ccc1OC(C)C,-8.454,-0.352,05
Z18380990,CCCCc1ccc(NC(=O)CSc2ncccn2)cc1,-8.454,-0.403,05
Z2832179387,COc1cccc(-n2cc(NCc3cnn4c3CCC4)nn2)c1,-8.454,-0.368,05
Z1419331302,COCCC1(C(=O)Nc2cccc(OCc3ccncc3)c2)CCC1,-8.453,-0.338,01
Z317166894,COc1ccccc1CNC(=O)c1cccc(Nc2ncccn2)c1,-8.453,-0.338,01
Z135595224,COc1ccc(CNC(=O)Cn2ccc(=O)[nH]c2=O)cc1OC,-8.452,-0.367,03
Z1999935010,O=C(NCCCOC[C@@H]1CCOC1)N[C@@H]1CCCC12CCOCC2,-8.452,-0.352,01
Z336596752,O=C(NCCCCOc1ccccc1)NCc1ccc2c(c1)OCO2,-8.452,-0.338,05
Z495975208,Cc1[nH]ncc1CCCNC(=O)N[C@@H]1CCCN(c2ncccn2)C1,-8.452,-0.338,02
Z821999490,COc1ccc(-c2nnc([C@@H](C)N(C)C[C@H](C)C#N)o2)cc1,-8.451,-0.384,04
Z873121524,CC(C)(C)c1ncc(NC(=O)NC[C@H](O)COc2ccccc2)cn1,-8.451,-0.338,01
Z87521271,CC(=O)Nc1ccc(CC(=O)Nc2ccc3c(c2)OCCO3)cc1,-8.451,-0.352,01
Z1139569127,Cc1cnn(C[C@@H](C)[NH2+]Cc2cnc(N3CCOCC3)nc2)c1,-8.450,-0.367,01
Z1176160031,Cn1cc(C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cn1,-8.449,-0.338,05
Z2027428216,CN(Cc1ccccc1N1CCCC1)C(=O)[C@H]1CCc2[nH]nnc2C1,-8.449,-0.338,02
Z2027428216,CN(Cc1ccccc1N1CCCC1)C(=O)[C@H]1CCc2[nH]nnc2C1,-8.449,-0.338,03
Z2027428216,CN(Cc1ccccc1N1CCCC1)C(=O)[C@H]1CCc2[nH]nnc2C1,-8.449,-0.338,04
Z2027428216,CN(Cc1ccccc1N1CCCC1)C(=O)[C@H]1CCc2[nH]nnc2C1,-8.449,-0.338,05
Z1171344794,COc1ccc(NC(=O)CONC(=O)CCOc2ccccc2)cc1,-8.447,-0.338,03
Z1643791478,O=C(CCC(=O)N1CC[C@H](Cc2ccncc2)C1)N1CCOCC1,-8.447,-0.352,03
Z985625814,CCc1nnc2n1C[C@H](NC(=O)[C@@H]1CC(=O)N(CC3CC3)C1)CC2,-8.447,-0.352,05
Z1620036713,CCNc1ccc(Cl)cc1NC(=O)c1ccnc(-n2ccnc2)c1,-8.446,-0.352,04
Z433715660,Cn1cc(C(=O)NC2CCN(Cc3nnc(C(C)(C)C)o3)CC2)cn1,-8.446,-0.338,03
Z19647096,COc1cccc(NC(=O)[C@H](C)Sc2ccc3ccccc3n2)c1,-8.445,-0.352,01
Z366591554,O=C(Cn1ccc(=O)[nH]c1=O)NCCC[N@@H+]1CCc2ccccc2C1,-8.445,-0.338,05
Z1348534813,CCCN(Cc1nnc(-c2ccccc2Cl)o1)Cc1nncn1C,-8.444,-0.352,05
Z286055848,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(NC(C)=O)cc1)CO2,-8.444,-0.352,01
Z1018562672,Cc1noc(CCNC(=O)NC(C)(C)c2ccc3c(c2)OCO3)n1,-8.443,-0.352,03
Z2360630861,C[C@@H]1CC(C)(C)CN1C(=O)Nc1cnn(CC(=O)N2CCOCC2)c1,-8.443,-0.338,01
Z1239029277,COc1ccc(-c2noc(NCc3ccc(O)c(F)c3)n2)cc1OC,-8.442,-0.338,02
Z104657948,COc1ccccc1CCNC(=O)CN1CCN(C(C)=O)CC1,-8.439,-0.367,02
Z1139491125,O=C(CN1CCO[C@@H](Cn2cncn2)C1)N[C@@H]1CCCCNC1=O,-8.439,-0.352,04
Z1589795359,Cc1n[nH]c(C)c1NC(=O)CN[C@H](c1ccc(Cl)cc1)C1CCC1,-8.439,-0.352,03
Z812853578,COc1cc2c(cc1OC)CCN(C(=O)c1cnsn1)CC2,-8.438,-0.384,04
Z1491610182,CC[N@H+](CC(=O)N(C)[C@@H](C)c1ccc(-n2cncn2)cc1)C1CC1,-8.437,-0.352,02
Z1568571636,CC[N@H+]1CCO[C@@H](CN2CC[NH+](Cc3ccc4cn[nH]c4c3)CC2)C1,-8.437,-0.337,04
Z1677459092,CCc1cc(=O)nc(CN2CCN(c3ccnc(C)n3)CC2)[nH]1,-8.437,-0.367,04
Z1025768014,Cc1ccc(Oc2ccc(NC(=O)c3n[nH]c(=O)[nH]3)cn2)cc1C,-8.436,-0.351,02
Z117597710,C[NH+](C)C[C@@H](NC(=O)c1ccc(CNC(N)=O)cc1)c1ccccc1,-8.436,-0.337,05
Z1620036713,CCNc1ccc(Cl)cc1NC(=O)c1ccnc(-n2ccnc2)c1,-8.436,-0.351,05
Z2608570501,CC1(c2nnc(-c3cccnc3)o2)CN(C(=O)[C@@]2(C)CCCCO2)C1,-8.436,-0.337,05
Z167156390,CN(Cc1cnn(C)c1)C(=O)c1ccc2c(c1)CCN2S(C)(=O)=O,-8.435,-0.351,01
Z2391292279,CNC(=O)c1nnc(C2CCN(C(=O)[C@@H]3[C@H](C)C3(F)F)CC2)[nH]1,-8.435,-0.367,01
Z1007446336,COc1ccc(-c2nc(CCNC(=O)c3ccc(=O)[nH]c3)co2)cc1,-8.434,-0.337,03
Z1444728462,CO[C@H]1CCCC[C@@H]1NC(=O)N1CCC[C@@H](Cc2nccn2C)C1,-8.434,-0.351,05
Z1589795359,Cc1n[nH]c(C)c1NC(=O)CN[C@H](c1ccc(Cl)cc1)C1CCC1,-8.434,-0.351,04
Z434165818,Cn1c(=O)c2cc(NC(=O)NCCn3ccnc3)cnc2n(C)c1=O,-8.434,-0.337,01
Z1139338262,CCc1nccn1[C@H]1CCCN(C(=O)[C@H](C)OC[C@@H]2CCCO2)C1,-8.433,-0.351,04
Z2638073543,Cc1ccc(CN(CCO)C(=O)[C@@H](C)n2cnc3c(N)ncnc32)o1,-8.433,-0.337,03
Z374931190,CN(C[C@@H]1COc2ccccc2O1)C(=O)CCNS(C)(=O)=O,-8.433,-0.383,05
Z406656652,COc1cccc(CO[C@H](C)C(=O)Nc2cccc3cn[nH]c23)c1,-8.433,-0.351,01
Z740488796,COCCN(C(=O)C1CCN(C(=O)C2CC2)CC1)[C@@H](C)COC,-8.433,-0.367,02
Z402442966,COCC(=O)Nc1cccc(NC(=O)NCc2ccccc2OC)c1,-8.432,-0.337,03
Z1018562672,Cc1noc(CCNC(=O)NC(C)(C)c2ccc3c(c2)OCO3)n1,-8.431,-0.351,04
Z2391000898,COCCC1(C(=O)N2C[C@H](C(N)=O)[C@@H](c3cnn(C)c3C)C2)CC1,-8.430,-0.351,01
Z907984296,COc1ccc(Cl)cc1NCCC(=O)N[C@@H](C)Cn1cccn1,-8.430,-0.367,01
Z1421581298,Cc1cc(C)n(C[C@H](C)CNC(=O)N[C@@H]2CCC[C@@H]3OCC[C@H]32)n1,-8.429,-0.351,03
Z1552683171,CCc1ccc(C(=O)Nc2ccc3nn[nH]c3c2)cc1S(C)(=O)=O,-8.429,-0.351,01
Z2055829306,COc1ccc2cccc(CC(=O)N3C[C@@H](OC)C[C@H]3CO)c2c1,-8.429,-0.351,01
Z2057912833,CC(C)(C)c1cccc(NC(=O)[C@@H]2CCc3[nH]nnc3C2)c1O,-8.429,-0.366,01
Z1015788906,CC[N@H+](CCNC(=O)c1cccc(OCc2cccnc2)c1)C1CC1,-8.428,-0.337,04
Z319021234,CC(=O)c1ccccc1OCC[NH+]1CCN(Cc2cc(=O)n3ccccc3[nH+]2)CC1,-8.428,-0.281,03
Z942120360,CCOc1ccc2c(c1)CC(C(=O)NCc1cc3ccccc3[nH]1)=CO2,-8.428,-0.324,05
Z906022840,Cc1cccc(Oc2ccc(NC(=O)c3ccc(C(N)=O)nc3)cc2)c1,-8.427,-0.324,05
Z1449227338,Cc1ccc(-c2nnc(S[C@H](C)c3nc(=O)cc(C)[nH]3)o2)c(C)c1,-8.426,-0.351,01
Z2952336971,CCn1cccc(NC(=O)N2CCN(S(=O)(=O)CC)CC2)c1=O,-8.426,-0.366,01
Z332605822,Cc1cccc(NC(=O)c2cccc(Nc3ncccn3)c2)c1,-8.426,-0.366,04
Z1268952411,CCCc1nnc([C@@H]2CN(Cc3nnc(C4CC4)n3C)CCO2)[nH]1,-8.424,-0.351,04
Z1357234363,Cc1nc(N2CCC(CS(N)(=O)=O)CC2)nc(C)c1CC(C)C,-8.424,-0.366,02
Z1419331302,COCCC1(C(=O)Nc2cccc(OCc3ccncc3)c2)CCC1,-8.424,-0.337,02
Z355729758,COc1ccc(OCc2noc(CN3C[C@H](C)OC[C@H]3C)n2)cc1,-8.424,-0.351,01
Z367319150,CC(=O)c1c[nH]c(C(=O)NCCOc2cccc3c2OC(C)(C)C3)c1,-8.423,-0.337,03
Z422693948,C[C@@H](C[NH+]1CCOCC1)NC(=O)[C@H]1CCCN1S(C)(=O)=O,-8.423,-0.401,01
Z1090627630,CCN(Cc1cccc2c1OCCO2)C(=O)c1ccnc(N(C)C)c1,-8.422,-0.337,01
Z2408161695,CCO/C(O)=C\n1cnc(NC(=O)CSC(C)(C)C)n1,-8.422,-0.421,04
Z1589795359,Cc1n[nH]c(C)c1NC(=O)CN[C@H](c1ccc(Cl)cc1)C1CCC1,-8.421,-0.351,05
Z19252849,Cc1nnc(SCC(=O)Nc2ccc(Cl)c(Cl)c2)n1N,-8.421,-0.421,05
Z1425316024,C[C@@H](NC(=O)NC1(CO)CCCC1)c1cccc(-n2cncn2)c1,-8.420,-0.351,01
Z1479840691,CNC(=O)C(C)(C)CNC(=O)CNC(=O)c1ccc2c(c1)OCO2,-8.420,-0.351,03
Z740488796,COCCN(C(=O)C1CCN(C(=O)C2CC2)CC1)[C@@H](C)COC,-8.420,-0.366,03
Z88254101,COc1cccc(CC(=O)N[C@@H](C)c2ccc(-n3cncn3)cc2)c1,-8.420,-0.337,02
Z1177526632,CC(C)c1noc(CN2CCN(C(=O)Cc3cccnc3)CC2)n1,-8.419,-0.351,02
Z1492432662,CCC(CC)c1cc(CNC(=O)[C@H]2CCn3cncc3C2)on1,-8.419,-0.366,02
Z402442966,COCC(=O)Nc1cccc(NC(=O)NCc2ccccc2OC)c1,-8.418,-0.337,04
Z511520782,C[C@@H](Cn1cccn1)NC(=O)N1CCN(c2ncccn2)CC1,-8.418,-0.366,01
Z823355814,COc1ccc(C[NH2+]Cc2c(C)nn(CCO)c2C)cc1OC,-8.418,-0.366,01
Z1139707171,Cc1ccc(CN(C)C(=O)CN2CCO[C@H](Cn3cncn3)C2)o1,-8.417,-0.351,05
Z1311362138,C[C@@H](Cn1cncn1)NC(=O)CN1CCOc2ccc(Cl)cc21,-8.417,-0.366,04
Z2304229115,CC(C)(C)c1ccc(SCC(=O)N2CCC[C@@](O)(CO)C2)cc1,-8.417,-0.366,03
Z1139522997,COc1ccccc1CNC(=O)[C@H](C)N1CC(n2cc(C)cn2)C1,-8.416,-0.351,04
Z1250845147,Cc1ncc(Cl)c(C(=O)Nc2ccc(CC(=O)N(C)C)cc2)n1,-8.416,-0.366,03
Z996931048,Cc1ccccc1C(C)(C)CNC(=O)c1ccnc(-n2cncn2)c1,-8.416,-0.337,05
Z1213747443,COc1cccc(/C=c2/sc3nc(=O)c(Cc4ccc(F)cc4)c(C)n3c2=O)c1,-8.415,-0.290,03
Z1007446336,COc1ccc(-c2nc(CCNC(=O)c3ccc(=O)[nH]c3)co2)cc1,-8.414,-0.337,04
Z1142879019,CC(=O)N1CCC[C@@H]1[C@@H]1CCCN1Cc1nc(-c2cccnc2)no1,-8.414,-0.337,01
Z1643791478,O=C(CCC(=O)N1CC[C@H](Cc2ccncc2)C1)N1CCOCC1,-8.414,-0.351,04
Z744050838,NC(=O)CN1CCCN(C(=O)NCc2ccc3c(c2)OCO3)CC1,-8.414,-0.351,02
Z1726973326,COCc1ccccc1C(=O)NCc1cccc(N2CCOCC2)n1,-8.413,-0.337,02
Z738934644,CCN(CC)C(=O)CCNC(=O)[C@H]1CCCN(c2ccccn2)C1,-8.413,-0.351,03
Z1003224070,Cc1cccc(CS(=O)(=O)NC[C@@H]2CCS(=O)(=O)C2)c1,-8.412,-0.421,04
Z1479840691,CNC(=O)C(C)(C)CNC(=O)CNC(=O)c1ccc2c(c1)OCO2,-8.412,-0.351,04
Z2697326159,O=C(CCCc1ccc2c(c1)OCCCO2)NCCCn1ccnc1,-8.412,-0.336,01
Z1139340899,COCCN1C[C@H](C(=O)N2CCC[C@@H](n3cncn3)C2)CC1=O,-8.411,-0.366,01
Z1411003277,CCc1nnc(NCc2cccc(Cn3cncn3)c2)c(C#N)c1CC,-8.411,-0.324,03
Z44517330,COc1cc2[nH]c(C[N@H+]3CC[C@H](C(N)=O)CC3)nc(=O)c2cc1OC,-8.411,-0.336,01
Z802748540,COc1ccc([C@@H]2CCCCCN2C(=O)CN(C)CC(N)=O)cc1,-8.411,-0.350,02
Z952518004,O=C(C[C@@H]1CCCO1)NCc1ccc(-n2cnc3ccccc32)nc1,-8.411,-0.336,03
Z1022430094,COc1ccc(NC(=O)/C=C/c2ccc(C)o2)cc1-n1nnnc1C,-8.410,-0.336,03
Z1139338262,CCc1nccn1[C@H]1CCCN(C(=O)[C@H](C)OC[C@@H]2CCCO2)C1,-8.410,-0.350,05
Z1726973326,COCc1ccccc1C(=O)NCc1cccc(N2CCOCC2)n1,-8.410,-0.336,03
Z1726973326,COCc1ccccc1C(=O)NCc1cccc(N2CCOCC2)n1,-8.410,-0.336,04
Z2177851151,CCC[C@@]1(CO)CCN(C(=O)c2cccc(Nc3cnn(C)c3)c2)C1,-8.410,-0.336,02
Z339491604,CC(C)[C@@H](C)NC(=O)[C@H]1CC(=O)N(c2ccc3c(c2)OCO3)C1,-8.410,-0.366,05
Z1330727542,COc1cccc(CCCNC(=O)N2CC[C@](O)(C(F)(F)F)C2)c1,-8.409,-0.350,01
Z1999935010,O=C(NCCCOC[C@@H]1CCOC1)N[C@@H]1CCCC12CCOCC2,-8.409,-0.350,02
Z952078232,O=C(C[C@H]1CCCO1)Nc1ccn(Cc2cccc3cccnc23)n1,-8.409,-0.336,01
Z1029495010,Cn1nnnc1SCc1nc(-c2ccc3c(c2)OCO3)no1,-8.408,-0.382,01
Z1630567707,C[C@H](O)C[C@H]1CCCN1C(=O)Nc1ccc(Cl)c(OC(F)F)c1,-8.408,-0.366,01
Z1739044713,O=C(Nc1cccc(-n2ccnn2)c1)[C@H]1COCCN1CC1CCC1,-8.408,-0.336,02
Z191393978,O=C(CCC(=O)N1CCN(C(=O)Nc2ccccc2)CC1)c1ccc2c(c1)OCCCO2,-8.408,-0.263,03
Z364104412,C[C@H](NC(=O)c1ccc2c(=O)n(C)c(=O)n(C)c2n1)[C@H]1CCCO1,-8.408,-0.350,04
Z954331928,Cc1noc([C@H](C)NC(=O)Cc2cc(Cl)c3c(c2)OCCO3)n1,-8.407,-0.366,01
Z2383841607,CNC(=O)C[C@]1(O)CCC[N@H+](Cc2cn(C(C)(C)C)nn2)C1,-8.406,-0.382,03
Z558464124,COCCNC(=O)c1ccc(N(C)Cc2ccc3c(c2)OCO3)nc1,-8.406,-0.336,05
Z1419816990,COCc1nc2n(n1)CCC[C@H]2N[C@H](C)C(=O)NC(C)(C)C,-8.405,-0.382,01
Z2408161695,CCO/C(O)=C\n1cnc(NC(=O)CSC(C)(C)C)n1,-8.405,-0.420,05
Z989568472,O=C(C[N@H+]1CC[C@H](c2cn[nH]c2)CC1)NCCOc1ccccc1,-8.405,-0.350,04
Z985617802,Cc1ccc(C(=O)N[C@@H]2CCc3nnc(C)n3C2)cc1S(C)(=O)=O,-8.404,-0.350,03
Z2761518700,CCOc1cc(NC[C@H]2C[C@H](c3nncn3C)C[C@H]2O)ncn1,-8.403,-0.365,02
